id,industry_id,department,date,fresh_water_consumed,wastewater_generated,reused_water,cto_limit
1,1,Production,2025-01-01,1029.0,688.2,711.4,2000
2,1,Production,2025-01-02,1232.6,749.4,670.0,2000
3,1,Production,2025-01-03,1222.0,951.9,864.4,2000
4,1,Utilities,2025-01-04,739.3,593.2,385.2,2000
5,1,Utilities,2025-01-05,685.5,437.9,567.8,2000
6,1,Production,2025-01-06,1156.8,797.9,750.1,2000
7,1,Production,2025-01-07,1282.7,941.6,951.4,2000
8,1,Cleaning,2025-01-08,1318.6,995.1,915.7,2000
9,1,Production,2025-01-09,1036.5,681.0,732.6,2000
10,1,Cooling,2025-01-10,1331.9,925.7,785.1,2000
11,1,Cooling,2025-01-11,692.0,451.4,435.3,2000
12,1,Production,2025-01-12,743.6,478.0,524.0,2000
13,1,Utilities,2025-01-13,1117.2,928.8,860.2,2000
14,1,Cleaning,2025-01-14,1323.4,1050.8,713.3,2000
15,1,Cleaning,2025-01-15,1164.4,717.9,932.2,2000
16,1,Cleaning,2025-01-16,1096.5,794.8,923.1,2000
17,1,Cooling,2025-01-17,1115.4,738.0,819.6,2000
18,1,Utilities,2025-01-18,805.9,564.0,426.1,2000
19,1,Utilities,2025-01-19,631.6,386.4,405.1,2000
20,1,Utilities,2025-01-20,1234.7,859.6,830.7,2000
21,1,Cleaning,2025-01-21,1369.6,1116.5,643.7,2000
22,1,Cleaning,2025-01-22,1296.7,888.3,733.9,2000
23,1,Production,2025-01-23,1363.4,1116.6,724.3,2000
24,1,Cooling,2025-01-24,1202.8,753.7,840.1,2000
25,1,Cooling,2025-01-25,645.0,510.0,487.6,2000
26,1,Production,2025-01-26,741.4,535.4,405.5,2000
27,1,Cleaning,2025-01-27,1106.2,730.3,821.6,2000
28,1,Utilities,2025-01-28,1313.8,1109.5,810.5,2000
29,1,Utilities,2025-01-29,1360.9,872.7,808.9,2000
30,1,Cooling,2025-01-30,1354.4,1068.4,860.8,2000
31,1,Utilities,2025-01-31,1378.3,1050.9,780.2,2000
32,1,Production,2025-02-01,715.5,440.8,417.1,2000
33,1,Cooling,2025-02-02,659.6,512.5,425.0,2000
34,1,Production,2025-02-03,1429.2,882.8,769.9,2000
35,1,Cooling,2025-02-04,1305.2,1019.1,991.5,2000
36,1,Cooling,2025-02-05,1400.1,1122.7,753.5,2000
37,1,Utilities,2025-02-06,1233.6,866.9,985.2,2000
38,1,Production,2025-02-07,1120.0,875.9,963.4,2000
39,1,Cooling,2025-02-08,702.1,500.0,499.9,2000
40,1,Cooling,2025-02-09,861.0,532.8,579.6,2000
41,1,Production,2025-02-10,1116.1,948.5,975.6,2000
42,1,Cooling,2025-02-11,1160.9,837.5,761.5,2000
43,1,Production,2025-02-12,1160.2,696.7,822.3,2000
44,1,Utilities,2025-02-13,1206.9,934.3,939.3,2000
45,1,Utilities,2025-02-14,1156.4,779.6,1021.2,2000
46,1,Production,2025-02-15,831.6,510.8,533.4,2000
47,1,Cooling,2025-02-16,671.1,487.9,588.5,2000
48,1,Production,2025-02-17,1357.8,894.5,729.2,2000
49,1,Cooling,2025-02-18,1320.5,805.4,716.2,2000
50,1,Cleaning,2025-02-19,1458.2,949.4,934.4,2000
51,1,Utilities,2025-02-20,1147.1,873.4,845.3,2000
52,1,Production,2025-02-21,1100.1,830.9,881.7,2000
53,1,Cooling,2025-02-22,775.4,490.9,484.8,2000
54,1,Cooling,2025-02-23,743.7,475.5,584.9,2000
55,1,Production,2025-02-24,1355.0,1000.9,1008.5,2000
56,1,Cooling,2025-02-25,1198.8,985.9,943.4,2000
57,1,Cleaning,2025-02-26,1330.6,1037.1,758.0,2000
58,1,Cleaning,2025-02-27,1292.1,856.4,1000.4,2000
59,1,Utilities,2025-02-28,1417.5,866.1,802.7,2000
60,1,Cleaning,2025-03-01,730.9,519.3,587.0,2000
61,1,Production,2025-03-02,709.9,582.7,630.0,2000
62,1,Cleaning,2025-03-03,1389.4,885.1,769.2,2000
63,1,Production,2025-03-04,1518.2,990.7,813.4,2000
64,1,Utilities,2025-03-05,1548.6,1219.3,1057.9,2000
65,1,Cooling,2025-03-06,3588.2,2072.5,1041.8,2000
66,1,Utilities,2025-03-07,1478.8,1206.7,1016.3,2000
67,1,Production,2025-03-08,784.9,478.5,536.0,2000
68,1,Utilities,2025-03-09,776.8,625.4,622.9,2000
69,1,Cooling,2025-03-10,1314.6,880.3,748.2,2000
70,1,Cleaning,2025-03-11,1413.4,989.3,1077.9,2000
71,1,Production,2025-03-12,1199.4,1010.6,787.7,2000
72,1,Cleaning,2025-03-13,1168.1,875.1,848.1,2000
73,1,Utilities,2025-03-14,1399.1,1018.3,862.4,2000
74,1,Cleaning,2025-03-15,702.3,497.9,546.7,2000
75,1,Cooling,2025-03-16,780.4,481.9,578.0,2000
76,1,Cleaning,2025-03-17,1422.3,897.7,1048.6,2000
77,1,Utilities,2025-03-18,1285.2,995.1,923.6,2000
78,1,Utilities,2025-03-19,1428.0,1179.1,945.7,2000
79,1,Production,2025-03-20,1276.1,832.7,1007.2,2000
80,1,Cleaning,2025-03-21,1341.6,953.3,800.4,2000
81,1,Cooling,2025-03-22,852.3,571.8,577.9,2000
82,1,Production,2025-03-23,891.2,702.1,579.8,2000
83,1,Cooling,2025-03-24,1212.4,741.4,1078.9,2000
84,1,Production,2025-03-25,1337.7,1099.0,931.3,2000
85,1,Utilities,2025-03-26,3148.0,1686.5,960.3,2000
86,1,Production,2025-03-27,1469.1,961.8,1013.9,2000
87,1,Utilities,2025-03-28,1172.9,776.8,1029.9,2000
88,1,Utilities,2025-03-29,854.4,723.7,563.1,2000
89,1,Utilities,2025-03-30,841.0,655.8,543.4,2000
90,1,Utilities,2025-03-31,1517.5,1192.6,894.8,2000
91,1,Cooling,2025-04-01,1520.7,1017.8,1022.2,2000
92,1,Cooling,2025-04-02,1286.7,796.9,841.1,2000
93,1,Cleaning,2025-04-03,1542.7,956.7,791.5,2000
94,1,Cooling,2025-04-04,1465.5,902.8,886.0,2000
95,1,Utilities,2025-04-05,719.3,581.4,527.6,2000
96,1,Production,2025-04-06,1875.6,1361.4,525.6,2000
97,1,Utilities,2025-04-07,1395.8,1093.8,1030.4,2000
98,1,Utilities,2025-04-08,1263.8,896.0,746.7,2000
99,1,Utilities,2025-04-09,1472.8,1193.2,1074.4,2000
100,1,Production,2025-04-10,1548.5,1158.2,980.0,2000
101,1,Utilities,2025-04-11,1229.2,879.4,754.5,2000
102,1,Cooling,2025-04-12,816.7,558.9,635.8,2000
103,1,Utilities,2025-04-13,766.5,475.6,445.9,2000
104,1,Cleaning,2025-04-14,1265.8,781.2,1088.3,2000
105,1,Production,2025-04-15,1566.1,1017.7,743.5,2000
106,1,Cooling,2025-04-16,1369.1,860.6,1084.8,2000
107,1,Cleaning,2025-04-17,1490.5,956.8,959.5,2000
108,1,Production,2025-04-18,1495.0,958.2,850.5,2000
109,1,Cleaning,2025-04-19,846.8,700.3,524.5,2000
110,1,Cooling,2025-04-20,722.7,558.4,580.1,2000
111,1,Cleaning,2025-04-21,1525.0,1143.9,780.5,2000
112,1,Production,2025-04-22,1316.7,931.0,872.4,2000
113,1,Cleaning,2025-04-23,1178.2,830.6,916.4,2000
114,1,Cleaning,2025-04-24,1436.1,1159.2,996.3,2000
115,1,Cleaning,2025-04-25,1428.0,1185.1,1021.1,2000
116,1,Cleaning,2025-04-26,783.9,518.5,648.0,2000
117,1,Utilities,2025-04-27,764.4,547.4,576.4,2000
118,1,Production,2025-04-28,1377.6,938.5,915.4,2000
119,1,Cleaning,2025-04-29,1313.9,1077.5,994.0,2000
120,1,Production,2025-04-30,1386.9,898.4,824.8,2000
121,1,Cooling,2025-05-01,1433.4,1091.5,900.6,2000
122,1,Production,2025-05-02,1272.2,891.9,811.1,2000
123,1,Cleaning,2025-05-03,807.0,591.3,526.2,2000
124,1,Cleaning,2025-05-04,777.4,554.6,500.4,2000
125,1,Cooling,2025-05-05,1280.9,1006.4,1066.9,2000
126,1,Cooling,2025-05-06,1240.5,894.5,985.1,2000
127,1,Cleaning,2025-05-07,1551.3,1253.7,830.3,2000
128,1,Cleaning,2025-05-08,1158.3,849.7,822.3,2000
129,1,Cleaning,2025-05-09,1436.2,907.1,1037.1,2000
130,1,Production,2025-05-10,831.6,596.5,529.4,2000
131,1,Production,2025-05-11,753.1,614.1,458.6,2000
132,1,Utilities,2025-05-12,1182.6,895.7,742.5,2000
133,1,Cleaning,2025-05-13,1187.2,786.0,924.9,2000
134,1,Cooling,2025-05-14,1468.0,1020.4,1051.6,2000
135,1,Utilities,2025-05-15,1276.7,964.2,943.6,2000
136,1,Cooling,2025-05-16,1406.9,937.2,752.5,2000
137,1,Production,2025-05-17,729.7,512.3,583.4,2000
138,1,Production,2025-05-18,748.0,581.0,586.4,2000
139,1,Cooling,2025-05-19,1528.3,1218.0,949.1,2000
140,1,Cooling,2025-05-20,1325.4,975.7,957.3,2000
141,1,Cooling,2025-05-21,1181.5,757.9,834.4,2000
142,1,Cleaning,2025-05-22,1331.1,954.6,833.1,2000
143,1,Cleaning,2025-05-23,1356.1,981.1,752.2,2000
144,1,Utilities,2025-05-24,870.8,653.9,439.5,2000
145,1,Production,2025-05-25,935.5,718.5,492.4,2000
146,1,Cooling,2025-05-26,1343.9,1025.2,1054.4,2000
147,1,Utilities,2025-05-27,1410.7,1019.8,756.1,2000
148,1,Cleaning,2025-05-28,1283.1,803.4,781.3,2000
149,1,Utilities,2025-05-29,1269.7,1061.8,1017.3,2000
150,1,Utilities,2025-05-30,1188.3,788.0,765.1,2000
151,1,Production,2025-05-31,852.0,626.8,523.5,2000
152,1,Cleaning,2025-06-01,802.5,581.5,504.0,2000
153,1,Cleaning,2025-06-02,1309.0,1089.0,838.7,2000
154,1,Production,2025-06-03,1107.7,839.1,963.0,2000
155,1,Cleaning,2025-06-04,1309.7,966.6,720.1,2000
156,1,Production,2025-06-05,1275.1,802.5,974.3,2000
157,1,Cleaning,2025-06-06,1293.4,864.5,975.1,2000
158,1,Cooling,2025-06-07,764.0,486.0,452.1,2000
159,1,Cooling,2025-06-08,858.5,574.4,575.9,2000
160,1,Cleaning,2025-06-09,1414.1,948.5,790.7,2000
161,1,Utilities,2025-06-10,1431.4,1018.6,854.6,2000
162,1,Utilities,2025-06-11,1272.7,866.0,752.9,2000
163,1,Utilities,2025-06-12,1186.9,942.3,703.0,2000
164,1,Utilities,2025-06-13,1245.9,954.3,970.3,2000
165,1,Utilities,2025-06-14,881.9,557.0,612.0,2000
166,1,Production,2025-06-15,860.9,611.3,521.4,2000
167,1,Cooling,2025-06-16,1255.2,958.6,741.1,2000
168,1,Cleaning,2025-06-17,1227.5,949.1,911.5,2000
169,1,Utilities,2025-06-18,1465.8,1109.2,993.3,2000
170,1,Production,2025-06-19,1335.5,879.7,923.4,2000
171,1,Cooling,2025-06-20,1385.5,981.6,721.9,2000
172,1,Production,2025-06-21,760.9,588.6,599.3,2000
173,1,Production,2025-06-22,726.0,503.6,442.8,2000
174,1,Cooling,2025-06-23,1162.3,720.3,987.6,2000
175,1,Cooling,2025-06-24,1289.1,961.4,767.9,2000
176,1,Utilities,2025-06-25,1195.3,720.0,964.8,2000
177,1,Cooling,2025-06-26,1125.1,940.9,1027.8,2000
178,1,Utilities,2025-06-27,1363.7,974.0,791.9,2000
179,1,Utilities,2025-06-28,682.7,474.7,486.9,2000
180,1,Cleaning,2025-06-29,1594.9,1011.5,494.5,2000
181,1,Production,2025-06-30,1448.9,1139.3,974.5,2000
182,1,Cooling,2025-07-01,1238.5,852.2,843.7,2000
183,1,Cooling,2025-07-02,1246.2,1029.2,846.8,2000
184,1,Utilities,2025-07-03,1032.0,713.3,682.1,2000
185,1,Cleaning,2025-07-04,1289.1,830.1,682.3,2000
186,1,Cleaning,2025-07-05,726.7,602.0,543.5,2000
187,1,Utilities,2025-07-06,821.0,553.2,551.1,2000
188,1,Utilities,2025-07-07,1366.6,868.0,949.3,2000
189,1,Utilities,2025-07-08,1368.2,1096.1,757.0,2000
190,1,Production,2025-07-09,1115.2,703.6,757.9,2000
191,1,Cleaning,2025-07-10,1230.4,991.2,940.9,2000
192,1,Cooling,2025-07-11,1189.7,898.1,941.8,2000
193,1,Cooling,2025-07-12,751.9,570.6,473.1,2000
194,1,Utilities,2025-07-13,637.2,389.5,391.1,2000
195,1,Production,2025-07-14,1055.0,867.0,683.4,2000
196,1,Utilities,2025-07-15,1231.4,962.5,923.3,2000
197,1,Utilities,2025-07-16,1241.6,1036.4,729.5,2000
198,1,Cooling,2025-07-17,1179.6,988.1,913.7,2000
199,1,Cleaning,2025-07-18,1216.0,1026.9,754.8,2000
200,1,Cooling,2025-07-19,821.1,687.5,542.2,2000
201,1,Cooling,2025-07-20,750.6,562.4,388.1,2000
202,1,Cooling,2025-07-21,1376.0,1096.3,705.7,2000
203,1,Cooling,2025-07-22,1231.1,988.9,714.6,2000
204,1,Production,2025-07-23,1119.8,947.4,956.0,2000
205,1,Cooling,2025-07-24,1059.6,865.3,682.2,2000
206,1,Cooling,2025-07-25,1232.0,744.1,724.9,2000
207,1,Utilities,2025-07-26,725.6,570.6,475.4,2000
208,1,Production,2025-07-27,709.6,465.1,502.1,2000
209,1,Cleaning,2025-07-28,1184.9,996.5,659.5,2000
210,1,Utilities,2025-07-29,1173.5,735.8,868.0,2000
211,1,Production,2025-07-30,1136.0,723.7,680.4,2000
212,1,Cleaning,2025-07-31,1157.1,867.1,734.4,2000
213,1,Utilities,2025-08-01,976.5,757.2,844.4,2000
214,1,Cooling,2025-08-02,652.0,536.0,428.7,2000
215,1,Utilities,2025-08-03,649.2,405.0,431.0,2000
216,1,Cleaning,2025-08-04,1261.0,973.1,732.4,2000
217,1,Production,2025-08-05,974.5,608.2,810.7,2000
218,1,Production,2025-08-06,1138.8,843.2,689.6,2000
219,1,Cleaning,2025-08-07,1234.4,1031.1,717.2,2000
220,1,Production,2025-08-08,1266.0,949.6,696.1,2000
221,1,Cooling,2025-08-09,597.0,430.2,505.7,2000
222,1,Cleaning,2025-08-10,589.1,394.5,395.4,2000
223,1,Production,2025-08-11,2282.6,1648.5,797.3,2000
224,1,Cleaning,2025-08-12,1060.4,684.3,634.4,2000
225,1,Production,2025-08-13,990.7,751.2,601.1,2000
226,1,Cooling,2025-08-14,1068.8,762.5,638.6,2000
227,1,Cleaning,2025-08-15,1202.2,891.9,617.1,2000
228,1,Cooling,2025-08-16,716.8,439.0,369.7,2000
229,1,Utilities,2025-08-17,663.1,471.1,403.7,2000
230,1,Production,2025-08-18,1058.4,664.4,792.8,2000
231,1,Cleaning,2025-08-19,1927.7,1075.6,769.4,2000
232,1,Cooling,2025-08-20,1198.0,805.5,627.5,2000
233,1,Utilities,2025-08-21,1002.0,696.4,800.3,2000
234,1,Cleaning,2025-08-22,2365.4,1523.4,604.5,2000
235,1,Utilities,2025-08-23,680.7,529.2,429.4,2000
236,1,Production,2025-08-24,759.1,488.1,523.5,2000
237,1,Cleaning,2025-08-25,972.8,789.1,664.0,2000
238,1,Production,2025-08-26,1075.3,728.6,692.5,2000
239,1,Cooling,2025-08-27,968.9,734.7,749.1,2000
240,1,Cleaning,2025-08-28,1060.4,890.3,783.1,2000
241,1,Production,2025-08-29,992.3,644.3,770.3,2000
242,1,Production,2025-08-30,601.5,477.1,443.0,2000
243,1,Utilities,2025-08-31,702.2,576.2,469.4,2000
244,1,Cleaning,2025-09-01,1158.2,876.5,598.9,2000
245,1,Utilities,2025-09-02,1085.3,867.2,721.5,2000
246,1,Production,2025-09-03,984.7,702.1,572.7,2000
247,1,Production,2025-09-04,1089.4,919.8,582.0,2000
248,1,Utilities,2025-09-05,1032.4,762.5,777.3,2000
249,1,Utilities,2025-09-06,703.3,522.5,365.6,2000
250,1,Cooling,2025-09-07,712.5,507.7,469.6,2000
251,1,Production,2025-09-08,1045.5,672.4,625.8,2000
252,1,Utilities,2025-09-09,1051.7,791.4,658.2,2000
253,1,Utilities,2025-09-10,1015.5,695.2,723.3,2000
254,1,Cleaning,2025-09-11,908.1,566.3,745.7,2000
255,1,Cooling,2025-09-12,991.9,739.6,596.2,2000
256,1,Utilities,2025-09-13,556.7,432.7,348.3,2000
257,1,Cleaning,2025-09-14,685.3,526.0,472.6,2000
258,1,Production,2025-09-15,1089.9,769.3,657.6,2000
259,1,Cooling,2025-09-16,1185.4,812.5,770.2,2000
260,1,Cooling,2025-09-17,936.0,630.8,776.3,2000
261,1,Production,2025-09-18,1094.8,896.7,728.9,2000
262,1,Cooling,2025-09-19,938.3,758.0,771.6,2000
263,1,Cooling,2025-09-20,668.0,408.1,395.0,2000
264,1,Utilities,2025-09-21,647.3,510.1,465.1,2000
265,1,Cooling,2025-09-22,984.4,789.6,687.4,2000
266,1,Cleaning,2025-09-23,1100.0,816.9,679.5,2000
267,1,Utilities,2025-09-24,1045.0,736.4,602.0,2000
268,1,Cooling,2025-09-25,1161.0,711.7,690.7,2000
269,1,Production,2025-09-26,1110.3,809.4,591.6,2000
270,1,Cooling,2025-09-27,583.8,482.4,358.7,2000
271,1,Cooling,2025-09-28,686.0,563.3,489.6,2000
272,1,Utilities,2025-09-29,1044.7,688.4,833.8,2000
273,1,Production,2025-09-30,987.3,616.8,755.9,2000
274,1,Cooling,2025-10-01,909.1,610.7,769.7,2000
275,1,Cooling,2025-10-02,1099.2,788.4,711.4,2000
276,1,Production,2025-10-03,945.3,764.5,693.3,2000
277,1,Utilities,2025-10-04,540.6,363.3,375.5,2000
278,1,Utilities,2025-10-05,637.5,481.8,336.7,2000
279,1,Utilities,2025-10-06,1049.6,634.1,684.2,2000
280,1,Cooling,2025-10-07,956.1,574.0,640.0,2000
281,1,Cooling,2025-10-08,1070.3,665.1,809.1,2000
282,1,Production,2025-10-09,986.5,707.8,716.9,2000
283,1,Cleaning,2025-10-10,1095.7,755.2,562.4,2000
284,1,Production,2025-10-11,661.8,518.7,380.7,2000
285,1,Cleaning,2025-10-12,669.6,431.1,453.6,2000
286,1,Utilities,2025-10-13,1060.3,851.3,561.2,2000
287,1,Utilities,2025-10-14,878.3,571.2,759.2,2000
288,1,Cleaning,2025-10-15,1152.6,840.1,813.0,2000
289,1,Cleaning,2025-10-16,878.2,668.9,621.8,2000
290,1,Production,2025-10-17,1131.9,773.1,577.9,2000
291,1,Utilities,2025-10-18,656.7,540.9,389.5,2000
292,1,Utilities,2025-10-19,647.3,447.8,456.5,2000
293,1,Production,2025-10-20,1089.5,675.2,707.9,2000
294,1,Cleaning,2025-10-21,965.3,598.5,723.8,2000
295,1,Utilities,2025-10-22,918.0,652.7,665.6,2000
296,1,Cleaning,2025-10-23,1055.1,747.8,717.9,2000
297,1,Production,2025-10-24,890.0,675.8,642.8,2000
298,1,Cooling,2025-10-25,695.1,441.9,425.6,2000
299,1,Production,2025-10-26,543.4,358.1,431.7,2000
300,1,Production,2025-10-27,1052.2,809.9,802.1,2000
301,1,Production,2025-10-28,1042.6,763.6,652.3,2000
302,1,Cooling,2025-10-29,1160.9,704.1,594.6,2000
303,1,Production,2025-10-30,947.1,629.9,665.4,2000
304,1,Cleaning,2025-10-31,1079.4,917.1,598.4,2000
305,1,Production,2025-11-01,617.5,509.2,408.5,2000
306,1,Cleaning,2025-11-02,658.0,511.5,426.0,2000
307,1,Cleaning,2025-11-03,1154.2,897.9,815.1,2000
308,1,Cleaning,2025-11-04,1046.9,659.9,612.8,2000
309,1,Utilities,2025-11-05,895.7,661.5,659.6,2000
310,1,Cooling,2025-11-06,1079.2,670.8,643.0,2000
311,1,Utilities,2025-11-07,1052.2,833.6,786.1,2000
312,1,Cleaning,2025-11-08,653.2,465.4,447.7,2000
313,1,Cooling,2025-11-09,676.8,427.9,418.1,2000
314,1,Production,2025-11-10,1049.8,709.7,602.0,2000
315,1,Cooling,2025-11-11,995.9,831.8,806.0,2000
316,1,Cleaning,2025-11-12,949.0,796.3,633.3,2000
317,1,Production,2025-11-13,1044.9,671.0,819.0,2000
318,1,Cleaning,2025-11-14,2109.2,1553.3,786.6,2000
319,1,Cleaning,2025-11-15,654.9,518.5,403.7,2000
320,1,Utilities,2025-11-16,699.6,515.2,441.4,2000
321,1,Cooling,2025-11-17,1139.6,878.9,639.7,2000
322,1,Production,2025-11-18,937.0,659.6,686.2,2000
323,1,Cooling,2025-11-19,985.4,768.2,761.3,2000
324,1,Utilities,2025-11-20,928.5,643.1,713.2,2000
325,1,Utilities,2025-11-21,925.9,659.6,596.1,2000
326,1,Utilities,2025-11-22,694.9,489.6,494.9,2000
327,1,Cleaning,2025-11-23,708.0,552.4,365.8,2000
328,1,Utilities,2025-11-24,1043.7,706.7,563.3,2000
329,1,Utilities,2025-11-25,1190.3,778.2,655.1,2000
330,1,Utilities,2025-11-26,1074.7,871.3,744.1,2000
331,1,Production,2025-11-27,1152.9,815.9,802.6,2000
332,1,Utilities,2025-11-28,1002.1,701.6,715.6,2000
333,1,Cleaning,2025-11-29,546.3,396.6,461.8,2000
334,1,Production,2025-11-30,556.7,347.5,396.5,2000
335,1,Cleaning,2025-12-01,1194.9,776.4,742.7,2000
336,1,Production,2025-12-02,956.5,744.5,830.0,2000
337,1,Cooling,2025-12-03,1145.4,834.9,689.1,2000
338,1,Cooling,2025-12-04,1074.4,810.2,841.4,2000
339,1,Utilities,2025-12-05,1179.5,796.1,833.5,2000
340,1,Production,2025-12-06,761.9,568.3,496.7,2000
341,1,Production,2025-12-07,685.4,456.7,471.6,2000
342,1,Cooling,2025-12-08,1183.7,882.9,642.5,2000
343,1,Utilities,2025-12-09,992.7,764.6,601.3,2000
344,1,Production,2025-12-10,1007.0,715.2,716.0,2000
345,1,Cooling,2025-12-11,1080.2,857.4,864.5,2000
